"ROUND","SEX","AGEYRS","SENS_M","SPEC_M"
"R018","F",29,0.678376436781609,0.907701357157471
"R018","F",30,0.667138863000932,0.913755580413379
"R018","F",31,0.656589002795899,0.917219820419022
"R018","F",32,0.646039142590867,0.920684060424666
"R018","F",33,0.635489282385834,0.924148300430309
"R018","F",34,0.624939422180802,0.927612540435952
"R018","F",35,0.614389561975769,0.931076780441596
"R018","F",36,0.603839701770736,0.934541020447239
"R018","F",37,0.593289841565704,0.938005260452883
"R018","F",38,0.582739981360671,0.941469500458526
"R018","F",39,0.572190121155638,0.944933740464169
"R018","F",40,0.561640260950606,0.948397980469813
"R018","F",41,0.551090400745573,0.951862220475456
"R018","F",42,0.540540540540541,0.9553264604811
"R018","F",43,0.540540540540541,0.9553264604811
"R018","F",44,0.540540540540541,0.9553264604811
"R018","F",45,0.540540540540541,0.9553264604811
"R018","F",46,0.540540540540541,0.9553264604811
"R018","F",47,0.540540540540541,0.9553264604811
"R018","F",48,0.540540540540541,0.9553264604811
"R018","F",49,0.540540540540541,0.9553264604811
"R018","M",15,0.952380952380952,0.6
"R018","M",16,0.952380952380952,0.6
"R018","M",17,0.952380952380952,0.6
"R018","M",18,0.952380952380952,0.6
"R018","M",19,0.952380952380952,0.6
"R018","M",20,0.947799879445449,0.611826923076923
"R018","M",21,0.938637733574442,0.635480769230769
"R018","M",22,0.929475587703436,0.659134615384615
"R018","M",23,0.920313441832429,0.682788461538462
"R018","M",24,0.911151295961423,0.706442307692308
"R018","M",25,0.901989150090416,0.730096153846154
"R018","M",26,0.892827004219409,0.75375
"R018","M",27,0.883664858348403,0.777403846153846
"R018","M",28,0.874502712477396,0.801057692307692
"R018","M",29,0.865340566606389,0.824711538461538
"R018","M",30,0.8585679198942,0.840619585192964
"R018","M",31,0.854184772340828,0.848781832501969
"R018","M",32,0.849801624787455,0.856944079810974
"R018","M",33,0.845418477234083,0.865106327119979
"R018","M",34,0.84103532968071,0.873268574428984
"R018","M",35,0.836652182127338,0.881430821737989
"R018","M",36,0.832269034573966,0.889593069046994
"R018","M",37,0.827885887020593,0.897755316355999
"R018","M",38,0.823502739467221,0.905917563665004
"R018","M",39,0.819119591913849,0.914079810974009
"R018","M",40,0.814736444360476,0.922242058283014
"R018","M",41,0.810353296807104,0.930404305592019
"R018","M",42,0.805970149253731,0.938566552901024
"R018","M",43,0.805970149253731,0.938566552901024
"R018","M",44,0.805970149253731,0.938566552901024
"R018","M",45,0.805970149253731,0.938566552901024
"R018","M",46,0.805970149253731,0.938566552901024
"R018","M",47,0.805970149253731,0.938566552901024
"R018","M",48,0.805970149253731,0.938566552901024
"R018","M",49,0.805970149253731,0.938566552901024
