"ROUND","LOC_LABEL","SEX_LABEL","AGE_LABEL","N","HIV_N","VLNS_N","ARV_N","LOC","SEX","AGE","ROW_ID","NONVLNS","EMPIRICAL_NONVLNS_IN_HIV","EMPIRICAL_VLNS_IN_HIV"
17,"fishing","M",49,12,2,0,0,1,1,35,684,2,1,0
18,"fishing","M",49,21,7,0,0,1,1,35,685,7,1,0
15,"inland","M",49,1,1,1,0,0,1,35,686,0,0,1
15.5,"inland","M",49,0,0,0,0,0,1,35,687,0,NA,NA
16,"inland","M",49,74,15,7,0,0,1,35,688,8,0.533333333333333,0.466666666666667
17,"inland","M",49,79,17,5,0,0,1,35,689,12,0.705882352941177,0.294117647058823
18,"inland","M",49,94,16,2,0,0,1,35,690,14,0.875,0.125
15,"fishing","F",49,4,4,1,0,1,0,35,691,3,0.75,0.25
15.5,"fishing","F",49,0,0,0,0,1,0,35,692,0,NA,NA
16,"fishing","F",49,15,8,2,0,1,0,35,693,6,0.75,0.25
17,"fishing","F",49,6,1,1,0,1,0,35,694,0,0,1
18,"fishing","F",49,9,3,0,0,1,0,35,695,3,1,0
15,"inland","F",49,7,7,5,0,0,0,35,696,2,0.285714285714286,0.714285714285714
15.5,"inland","F",49,0,0,0,0,0,0,35,697,0,NA,NA
16,"inland","F",49,66,18,5,0,0,0,35,698,13,0.722222222222222,0.277777777777778
17,"inland","F",49,76,31,6,0,0,0,35,699,25,0.806451612903226,0.193548387096774
18,"inland","F",49,81,22,3,0,0,0,35,700,19,0.863636363636364,0.136363636363636
15,"fishing","M",50,0,0,0,0,1,1,36,701,0,NA,NA
15.5,"fishing","M",50,0,0,0,0,1,1,36,702,0,NA,NA
16,"fishing","M",50,2,0,0,0,1,1,36,703,0,NA,NA
17,"fishing","M",50,1,0,0,0,1,1,36,704,0,NA,NA
18,"fishing","M",50,3,1,0,0,1,1,36,705,1,1,0
15,"inland","M",50,0,0,0,0,0,1,36,706,0,NA,NA
15.5,"inland","M",50,0,0,0,0,0,1,36,707,0,NA,NA
16,"inland","M",50,5,2,1,0,0,1,36,708,1,0.5,0.5
17,"inland","M",50,2,2,0,0,0,1,36,709,2,1,0
18,"inland","M",50,2,0,0,0,0,1,36,710,0,NA,NA
15,"fishing","F",50,0,0,0,0,1,0,36,711,0,NA,NA
15.5,"fishing","F",50,0,0,0,0,1,0,36,712,0,NA,NA
16,"fishing","F",50,1,0,0,0,1,0,36,713,0,NA,NA
17,"fishing","F",50,0,0,0,0,1,0,36,714,0,NA,NA
18,"fishing","F",50,0,0,0,0,1,0,36,715,0,NA,NA
15,"inland","F",50,0,0,0,0,0,0,36,716,0,NA,NA
15.5,"inland","F",50,0,0,0,0,0,0,36,717,0,NA,NA
16,"inland","F",50,2,1,0,0,0,0,36,718,1,1,0
17,"inland","F",50,3,1,1,0,0,0,36,719,0,0,1
18,"inland","F",50,2,1,0,0,0,0,36,720,1,1,0
